sex,geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
male,SZ,202151,10,TRUE,550,0.4,40,84061,11.9,654.29,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,-5,-5.94,-33.3,-22.5
male,TG,202151,23,TRUE,771,0.59,59,144147,15.96,534.87,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,-4,-2.77,-14.8,0.30000000000000426
male,TI,202151,14,TRUE,1996,0.56,56.00000000000001,171449,8.17,1164.19,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,4,2.34,40,20.30000000000001
male,UR,202151,0,TRUE,104,0,0,18844,0,551.9,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,-1,-5.31,-100,-50
male,VD,202151,37,TRUE,2038,0.587,58.699999999999996,404311,9.15,504.07,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,11,2.72,42.3,3.3999999999999915
male,VS,202151,18,TRUE,852,0.514,51.4,175475,10.26,485.54,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,6,3.42,50,-0.8000000000000043
male,ZG,202151,4,TRUE,223,0.444,44.4,65741,6.08,339.21,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,-5,-7.61,-55.6,-24.79999999999999
male,ZH,202151,62,TRUE,3484,0.554,55.400000000000006,780245,7.95,446.53,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,1,0.13,1.6,0.3999999999999986
female,AG,202151,23,TRUE,1087,0.39,39,349653,6.58,310.88,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,-1,-0.28,-4.2,-3.1000000000000014
female,AI,202151,0,TRUE,17,0,0,7971,0,213.27,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,0,NA,NA
female,AR,202151,0,TRUE,109,0,0,27592,0,395.04,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,0,NA,0
female,BE,202151,42,TRUE,1861,0.416,41.6,532864,7.88,349.24,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,-11,-2.07,-20.8,-5.299999999999997
female,BL,202151,7,TRUE,529,0.304,30.4,149179,4.69,354.61,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,0,0,-10.799999999999997
female,BS,202151,18,TRUE,562,0.667,66.7,100630,17.89,558.48,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,8,7.95,80,19.10000000000001
female,FL,202151,3,TRUE,119,0.429,42.9,19687,15.24,604.46,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,-5,-25.4,-62.5,-18.6
female,FR,202151,10,TRUE,616,0.455,45.5,164751,6.07,373.9,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,0,0,2
female,GE,202151,64,TRUE,1240,0.478,47.8,262530,24.38,472.33,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,16,6.1,33.3,-2.700000000000003
female,GL,202151,3,TRUE,124,0.5,50,20378,14.72,608.5,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,0,0,-10
female,GR,202151,2,TRUE,340,0.222,22.2,100331,1.99,338.88,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,-8,-7.98,-80,-27.8
female,JU,202151,10,TRUE,149,0.556,55.60000000000001,37276,26.83,399.72,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,4,10.73,66.7,9.400000000000006
female,LU,202151,11,TRUE,587,0.407,40.699999999999996,210861,5.22,278.38,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,-4,-1.89,-26.7,-4.800000000000004
female,NE,202151,9,TRUE,617,0.321,32.1,89772,10.03,687.3,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,0,0,0
female,NW,202151,4,TRUE,93,0.571,57.099999999999994,21406,18.69,434.46,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,1,4.68,33.3,-2.9000000000000057
female,OW,202151,6,TRUE,113,0.857,85.7,18981,31.61,595.33,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,2,10.54,50,19
female,SG,202151,6,TRUE,858,0.231,23.1,258594,2.32,331.79,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,-8,-3.09,-57.1,-15.799999999999997
female,SH,202151,6,TRUE,134,0.5,50,42387,14.16,316.13,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,1,2.36,20,0
female,SO,202151,15,TRUE,653,0.441,44.1,140198,10.7,465.77,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,2,1.43,15.4,3.5
female,SZ,202151,15,TRUE,350,0.6,60,79628,18.84,439.54,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,6,7.54,66.7,22.5
female,TG,202151,16,TRUE,659,0.41,41,141817,11.28,464.68,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,-3,-2.12,-15.8,-0.29999999999999716
female,TI,202151,11,TRUE,1420,0.44,44,180732,6.09,785.69,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,-7,-3.87,-38.9,-20.299999999999997
female,UR,202151,1,TRUE,88,1,100,18203,5.49,483.44,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,0,0,50
female,VD,202151,26,TRUE,1679,0.413,41.3,418657,6.21,401.04,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,5,1.19,23.8,-3.4000000000000057
female,VS,202151,17,TRUE,728,0.486,48.6,177734,9.56,409.6,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,6,3.37,54.5,0.8000000000000043
female,ZG,202151,5,TRUE,151,0.556,55.60000000000001,64046,7.81,235.77,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,1,1.56,25,24.800000000000008
female,ZH,202151,50,TRUE,2594,0.446,44.6,784417,6.37,330.69,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,0,0,-0.3999999999999986
unknown,AG,202151,1,TRUE,1,0.017,1.7000000000000002,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,1,NA,NA,1.7000000000000002
unknown,AI,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,NA
unknown,AR,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,BE,202151,0,TRUE,1,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,BL,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,BS,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,FL,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,FR,202151,0,TRUE,1,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,GE,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,GL,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,GR,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,JU,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,LU,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,NE,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,NW,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,OW,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,SG,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,SH,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,SO,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,SZ,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,TG,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,TI,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,UR,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,VD,202151,0,TRUE,1,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,VS,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,ZG,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
unknown,ZH,202151,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-51,0,NA,NA,0
male,AG,202152,31,TRUE,1469,0.585,58.5,353433,8.77,415.64,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-4,-1.13,-11.4,-0.7999999999999972
male,AI,202152,2,TRUE,50,0.667,66.7,8389,23.84,596.02,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,1,11.92,100,-33.3
male,AR,202152,1,TRUE,147,0.333,33.300000000000004,27993,3.57,525.13,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-5,-17.86,-83.3,-66.69999999999999
male,BE,202152,56,TRUE,2443,0.675,67.5,514609,10.88,474.73,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-3,-0.59,-5.1,9.100000000000001
male,BL,202152,7,TRUE,677,0.5,50,143638,4.87,471.32,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-9,-6.27,-56.2,-19.599999999999994
male,BS,202152,16,TRUE,583,0.5,50,95406,16.77,611.07,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,7,7.34,77.8,16.699999999999996
male,FL,202152,2,TRUE,134,0.5,50,19368,10.33,691.86,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-2,-10.32,-50,-7.099999999999994
male,FR,202152,16,TRUE,870,0.64,64,165058,9.69,527.09,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,4,2.42,33.3,9.499999999999993
male,GE,202152,70,TRUE,1478,0.44,44,246918,28.35,598.58,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,0,0,-8.200000000000003
male,GL,202152,1,TRUE,161,0.25,25,20812,4.8,773.59,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-2,-9.61,-66.7,-25
male,GR,202152,8,TRUE,472,0.667,66.7,101045,7.92,467.12,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,1,0.99,14.3,-11.099999999999994
male,JU,202152,9,TRUE,197,0.409,40.9,36522,24.64,539.4,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,1,2.74,12.5,-3.5
male,LU,202152,18,TRUE,778,0.562,56.2,209465,8.59,371.42,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,2,0.95,12.5,-3.0999999999999943
male,NE,202152,16,TRUE,745,0.432,43.2,86394,18.52,862.33,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-3,-3.47,-15.8,-24.700000000000003
male,NW,202152,0,TRUE,97,0,0,22488,0,431.34,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-3,-13.34,-100,-42.9
male,OW,202152,2,TRUE,125,0.667,66.7,19454,10.28,642.54,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,1,5.14,100,52.400000000000006
male,SG,202152,14,TRUE,1304,0.609,60.9,260651,5.37,500.29,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-6,-2.3,-30,-16.000000000000007
male,SH,202152,0,TRUE,186,0,0,41608,0,447.03,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-6,-14.42,-100,-50
male,SO,202152,16,TRUE,852,0.457,45.7,140047,11.42,608.37,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-3,-2.15,-15.8,-10.200000000000003
male,SZ,202152,8,TRUE,558,0.5,50,84061,9.52,663.8,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-2,-2.38,-20,10
male,TG,202152,21,TRUE,792,0.568,56.8,144147,14.57,549.44,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-2,-1.39,-8.7,-2.200000000000003
male,TI,202152,20,TRUE,2016,0.556,55.60000000000001,171449,11.67,1175.86,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,6,3.5,42.9,-0.3999999999999986
male,UR,202152,5,TRUE,109,0.625,62.5,18844,26.53,578.43,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,5,26.53,NA,62.5
male,VD,202152,32,TRUE,2070,0.571,57.099999999999994,404311,7.91,511.98,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-5,-1.24,-13.5,-1.6000000000000014
male,VS,202152,20,TRUE,872,0.625,62.5,175475,11.4,496.94,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,2,1.14,11.1,11.100000000000001
male,ZG,202152,3,TRUE,226,0.429,42.9,65741,4.56,343.77,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-1,-1.52,-25,-1.5
male,ZH,202152,43,TRUE,3527,0.537,53.7,780245,5.51,452.04,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-19,-2.44,-30.6,-1.7000000000000028
female,AG,202152,22,TRUE,1109,0.415,41.5,349653,6.29,317.17,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-1,-0.29,-4.3,2.5
female,AI,202152,1,TRUE,18,0.333,33.300000000000004,7971,12.55,225.82,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,1,12.55,NA,33.300000000000004
female,AR,202152,2,TRUE,111,0.667,66.7,27592,7.25,402.29,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,2,7.25,NA,66.7
female,BE,202152,27,TRUE,1888,0.325,32.5,532864,5.07,354.31,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-15,-2.81,-35.7,-9.100000000000001
female,BL,202152,7,TRUE,536,0.5,50,149179,4.69,359.3,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,0,0,19.6
female,BS,202152,16,TRUE,578,0.5,50,100630,15.9,574.38,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-2,-1.99,-11.1,-16.700000000000003
female,FL,202152,2,TRUE,121,0.5,50,19687,10.16,614.62,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-1,-5.08,-33.3,7.100000000000001
female,FR,202152,9,TRUE,625,0.36,36,164751,5.46,379.36,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-1,-0.61,-10,-9.5
female,GE,202152,89,TRUE,1329,0.56,56.00000000000001,262530,33.9,506.23,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,25,9.52,39.1,8.20000000000001
female,GL,202152,3,TRUE,127,0.75,75,20378,14.72,623.22,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,0,0,25
female,GR,202152,4,TRUE,344,0.333,33.300000000000004,100331,3.99,342.87,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,2,2,100,11.100000000000005
female,JU,202152,13,TRUE,162,0.591,59.099999999999994,37276,34.87,434.6,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,3,8.04,30,3.499999999999986
female,LU,202152,14,TRUE,601,0.438,43.8,210861,6.64,285.02,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,3,1.42,27.3,3.1000000000000014
female,NE,202152,21,TRUE,638,0.568,56.8,89772,23.39,710.69,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,12,13.36,133.3,24.699999999999996
female,NW,202152,2,TRUE,95,1,100,21406,9.34,443.8,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-2,-9.35,-50,42.900000000000006
female,OW,202152,1,TRUE,114,0.333,33.300000000000004,18981,5.27,600.6,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-5,-26.34,-83.3,-52.4
female,SG,202152,9,TRUE,867,0.391,39.1,258594,3.48,335.27,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,3,1.16,50,16
female,SH,202152,3,TRUE,137,1,100,42387,7.08,323.21,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-3,-7.08,-50,50
female,SO,202152,19,TRUE,672,0.543,54.300000000000004,140198,13.55,479.32,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,4,2.85,26.7,10.200000000000003
female,SZ,202152,8,TRUE,358,0.5,50,79628,10.05,449.59,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-7,-8.79,-46.7,-10
female,TG,202152,16,TRUE,675,0.432,43.2,141817,11.28,475.97,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,0,0,2.200000000000003
female,TI,202152,16,TRUE,1436,0.444,44.4,180732,8.85,794.55,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,5,2.76,45.5,0.3999999999999986
female,UR,202152,3,TRUE,91,0.375,37.5,18203,16.48,499.92,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,2,10.99,200,-62.5
female,VD,202152,24,TRUE,1703,0.429,42.9,418657,5.73,406.78,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-2,-0.48,-7.7,1.6000000000000014
female,VS,202152,12,TRUE,740,0.375,37.5,177734,6.75,416.35,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-5,-2.81,-29.4,-11.100000000000001
female,ZG,202152,4,TRUE,155,0.571,57.099999999999994,64046,6.25,242.01,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-1,-1.56,-20,1.4999999999999858
female,ZH,202152,37,TRUE,2631,0.462,46.2,784417,4.72,335.41,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-13,-1.65,-26,1.6000000000000014
unknown,AG,202152,0,TRUE,1,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,-1,NA,-100,-1.7000000000000002
unknown,AI,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,AR,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,BE,202152,0,TRUE,1,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,BL,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,BS,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,FL,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,FR,202152,0,TRUE,1,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,GE,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,GL,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,GR,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,JU,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,LU,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,NE,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,NW,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,OW,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,SG,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,SH,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,SO,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,SZ,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,TG,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,TI,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,UR,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,VD,202152,0,TRUE,1,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,VS,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,ZG,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
unknown,ZH,202152,0,TRUE,0,0,0,NA,NA,NA,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2021-52,0,NA,NA,0
male,AG,202201,35,TRUE,1504,0.593,59.3,353433,9.9,425.54,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,4,1.13,12.9,0.7999999999999972
male,AI,202201,0,TRUE,50,0,0,8389,0,596.02,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,-2,-23.84,-100,-66.7
male,AR,202201,0,TRUE,147,0,0,27993,0,525.13,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,-1,-3.57,-100,-33.300000000000004
male,BE,202201,40,TRUE,2483,0.417,41.699999999999996,514609,7.77,482.5,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,-16,-3.11,-28.6,-25.800000000000004
male,BL,202201,10,TRUE,687,0.5,50,143638,6.96,478.29,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,3,2.09,42.9,0
male,BS,202201,17,TRUE,600,0.459,45.9,95406,17.82,628.89,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,1,1.05,6.2,-4.100000000000001
male,FL,202201,1,TRUE,135,0.5,50,19368,5.16,697.03,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,-1,-5.17,-50,0
male,FR,202201,14,TRUE,884,0.519,51.9,165058,8.48,535.57,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,-2,-1.21,-12.5,-12.100000000000001
male,GE,202201,75,TRUE,1553,0.429,42.9,246918,30.37,628.95,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,5,2.02,7.1,-1.1000000000000014
male,GL,202201,1,TRUE,162,0.25,25,20812,4.8,778.4,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,0,0,0,0
male,GR,202201,7,TRUE,479,0.538,53.800000000000004,101045,6.93,474.05,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,-1,-0.99,-12.5,-12.899999999999999
male,JU,202201,7,TRUE,204,0.5,50,36522,19.17,558.57,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,-2,-5.47,-22.2,9.100000000000001
male,LU,202201,19,TRUE,797,0.633,63.3,209465,9.07,380.49,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,1,0.48,5.6,7.099999999999994
male,NE,202201,21,TRUE,766,0.568,56.8,86394,24.31,886.64,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,5,5.79,31.2,13.599999999999994
male,NW,202201,4,TRUE,101,0.667,66.7,22488,17.79,449.13,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,4,17.79,NA,66.7
male,OW,202201,4,TRUE,129,0.8,80,19454,20.56,663.1,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,2,10.28,100,13.299999999999997
male,SG,202201,19,TRUE,1323,0.576,57.599999999999994,260651,7.29,507.58,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,5,1.92,35.7,-3.3000000000000043
male,SH,202201,1,TRUE,187,0.5,50,41608,2.4,449.43,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,1,2.4,NA,50
male,SO,202201,21,TRUE,873,0.677,67.7,140047,14.99,623.36,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,5,3.57,31.2,22
male,SZ,202201,4,TRUE,562,0.444,44.4,84061,4.76,668.56,COVID19Hosp,sex,2023-11-28_06-00-38,isoweek,2022-01,-4,-4.76,-50,-5.600000000000001
